"Register Number",Date,Time,Location,"Vehicle Direction",Make,Colour,Photo,Violation,City,"Lane Name","Camera ID"
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
4564364,2023-01-11,10:10:30,Trivandrum,"tvm to Kazhakuttom",Suzuki,While,URL,,Kazhakuttom,Lane1,C01
